payment_method_id,payment_type
4883,card
4884,upi
4885,upi
4886,upi
4887,netbanking
4888,netbanking
4889,upi
4890,wallet
4891,card
4892,card
4893,netbanking
4894,upi
4895,netbanking
4896,card
4897,card
4898,card
4899,upi
4900,netbanking
4901,upi
4902,card
4903,card
4904,card
4905,upi
4906,upi
4907,card
4908,upi
4909,upi
4910,card
4911,upi
4912,upi
4913,upi
4914,card
4915,card
4916,upi
4917,card
4918,netbanking
4919,upi
4920,upi
4921,upi
4922,upi
4923,card
4924,card
4925,upi
4926,upi
4927,netbanking
4928,upi
4929,upi
4930,card
4931,card
4932,netbanking
4933,card
4934,netbanking
4935,card
4936,upi
4937,card
4938,upi
4939,card
4940,upi
4941,netbanking
4942,upi
4943,card
4944,upi
4945,upi
4946,card
4947,upi
4948,netbanking
4949,upi
4950,upi
4951,upi
4952,upi
4953,card
4954,upi
4955,card
4956,card
4957,card
4958,netbanking
4959,card
4960,card
4961,card
4962,card
4963,wallet
4964,upi
4965,upi
4966,upi
4967,card
4968,upi
4969,wallet
4970,upi
4971,upi
4972,upi
4973,netbanking
4974,card
4975,upi
4976,card
4977,upi
4978,netbanking
4979,upi
4980,card
4981,upi
4982,wallet
4983,upi
4984,netbanking
4985,netbanking
4986,netbanking
4987,card
4988,upi
4989,netbanking
4990,netbanking
4991,card
4992,card
4993,card
4994,upi
4995,netbanking
4996,upi
4997,card
4998,card
4999,netbanking
5000,card
5001,card
5002,card
5003,netbanking
5004,upi
5005,card
5006,card
5007,wallet
5008,upi
5009,upi
5010,card
5011,card
5012,netbanking
5013,upi
5014,upi
5015,netbanking
5016,upi
5017,netbanking
5018,card
5019,card
5020,netbanking
5021,netbanking
5022,upi
5023,upi
5024,netbanking
5025,upi
5026,card
5027,upi
5028,upi
5029,upi
5030,netbanking
5031,upi
5032,card
5033,card
5034,netbanking
5035,card
5036,netbanking
5037,card
5038,upi
5039,netbanking
5040,upi
5041,netbanking
5042,card
5043,upi
5044,upi
5045,netbanking
5046,card
5047,card
5048,upi
5049,wallet
5050,netbanking
5051,netbanking
5052,upi
5053,upi
5054,netbanking
5055,netbanking
5056,netbanking
5057,netbanking
5058,netbanking
5059,card
5060,card
5061,wallet
5062,upi
5063,card
5064,upi
5065,upi
5066,netbanking
5067,netbanking
5068,card
5069,upi
5070,card
5071,netbanking
5072,card
5073,upi
5074,upi
5075,upi
5076,upi
5077,upi
5078,upi
5079,card
5080,card
5081,upi
5082,card
5083,upi
5084,card
5085,netbanking
5086,card
5087,upi
5088,card
5089,upi
5090,card
5091,upi
5092,card
5093,upi
5094,upi
5095,wallet
5096,upi
5097,upi
5098,netbanking
5099,card
5100,upi
5101,upi
5102,upi
5103,card
5104,upi
5105,upi
5106,upi
5107,card
5108,upi
5109,netbanking
5110,card
5111,card
5112,wallet
5113,netbanking
5114,card
5115,upi
5116,card
5117,wallet
5118,upi
5119,upi
5120,card
5121,upi
5122,card
5123,upi
5124,upi
5125,upi
5126,netbanking
5127,card
5128,card
5129,upi
5130,upi
5131,card
5132,upi
5133,upi
5134,upi
5135,upi
5136,card
5137,card
5138,upi
5139,upi
5140,upi
5141,wallet
5142,card
5143,upi
5144,card
5145,card
5146,wallet
5147,wallet
5148,card
5149,wallet
5150,card
5151,wallet
5152,netbanking
5153,card
5154,upi
5155,upi
5156,card
5157,card
5158,upi
5159,card
5160,card
5161,card
5162,upi
5163,card
5164,upi
5165,card
5166,card
5167,upi
5168,card
5169,upi
5170,upi
5171,upi
5172,upi
5173,netbanking
5174,card
5175,netbanking
5176,card
5177,card
5178,upi
5179,card
5180,upi
5181,netbanking
5182,upi
5183,upi
5184,wallet
5185,upi
5186,card
5187,netbanking
5188,card
5189,card
5190,card
5191,card
5192,card
5193,card
5194,upi
5195,upi
5196,wallet
5197,card
5198,card
5199,upi
5200,card
5201,card
5202,upi
5203,upi
5204,card
5205,upi
5206,upi
5207,netbanking
5208,card
5209,upi
5210,upi
5211,card
5212,upi
5213,upi
5214,card
5215,upi
5216,upi
5217,upi
5218,card
5219,upi
5220,card
5221,upi
5222,upi
5223,upi
5224,upi
5225,card
5226,card
5227,upi
5228,card
5229,upi
5230,upi
5231,netbanking
5232,card
5233,upi
5234,card
5235,netbanking
5236,upi
5237,upi
5238,upi
5239,card
5240,upi
5241,netbanking
5242,card
5243,wallet
5244,netbanking
5245,wallet
5246,netbanking
5247,card
5248,upi
5249,card
5250,upi
5251,card
5252,netbanking
5253,card
5254,card
5255,card
5256,upi
5257,card
5258,card
5259,card
5260,card
5261,wallet
5262,upi
5263,card
5264,card
5265,card
5266,card
5267,card
5268,card
5269,card
5270,card
5271,upi
5272,card
5273,upi
5274,upi
5275,netbanking
5276,card
5277,upi
5278,netbanking
5279,wallet
5280,netbanking
5281,card
5282,wallet
5283,netbanking
5284,card
5285,card
5286,wallet
5287,card
5288,upi
5289,upi
5290,upi
5291,card
5292,upi
5293,upi
5294,netbanking
5295,card
5296,card
5297,card
5298,card
5299,wallet
5300,card
5301,card
5302,netbanking
5303,card
5304,card
5305,upi
5306,upi
5307,netbanking
5308,upi
5309,card
5310,upi
5311,netbanking
5312,card
5313,upi
5314,upi
5315,upi
5316,upi
5317,card
5318,upi
5319,card
5320,upi
5321,upi
5322,card
5323,card
5324,wallet
5325,card
5326,card
5327,card
5328,upi
5329,card
5330,netbanking
5331,upi
5332,card
5333,upi
5334,card
5335,card
5336,upi
5337,card
5338,netbanking
5339,upi
5340,card
5341,wallet
5342,upi
5343,card
5344,upi
5345,wallet
5346,upi
5347,upi
5348,upi
5349,card
5350,card
5351,upi
5352,netbanking
5353,upi
5354,card
5355,upi
5356,card
5357,card
5358,upi
5359,card
5360,netbanking
5361,upi
5362,upi
5363,netbanking
5364,upi
5365,netbanking
5366,netbanking
5367,upi
5368,card
5369,card
5370,netbanking
5371,card
5372,wallet
5373,card
5374,upi
5375,card
5376,wallet
5377,card
5378,card
5379,netbanking
5380,card
5381,card
5382,netbanking
5383,netbanking
5384,card
5385,upi
5386,card
5387,card
5388,upi
5389,card
5390,upi
5391,card
5392,netbanking
5393,upi
5394,card
5395,wallet
5396,netbanking
5397,card
5398,wallet
5399,card
5400,card
5401,upi
5402,card
5403,upi
5404,upi
5405,netbanking
5406,card
5407,card
5408,card
5409,card
5410,wallet
5411,upi
5412,upi
5413,upi
5414,card
5415,card
5416,upi
5417,netbanking
5418,card
5419,card
5420,upi
5421,card
5422,upi
5423,card
5424,upi
5425,upi
5426,netbanking
5427,upi
5428,card
5429,upi
5430,upi
5431,upi
5432,wallet
5433,netbanking
5434,card
5435,upi
5436,card
5437,upi
5438,wallet
5439,upi
5440,card
5441,wallet
5442,upi
5443,card
5444,netbanking
5445,card
5446,upi
5447,upi
5448,wallet
5449,card
5450,card
5451,upi
5452,netbanking
5453,card
5454,card
5455,wallet
5456,upi
5457,card
5458,card
5459,upi
5460,upi
5461,upi
5462,upi
5463,card
5464,netbanking
5465,card
5466,netbanking
5467,card
5468,card
5469,card
5470,card
5471,upi
5472,upi
5473,netbanking
5474,upi
5475,upi
5476,card
5477,netbanking
5478,card
5479,card
5480,card
5481,card
5482,upi
5483,card
5484,card
5485,netbanking
5486,card
5487,upi
5488,card
5489,netbanking
5490,upi
5491,card
5492,netbanking
5493,upi
5494,card
5495,upi
5496,upi
5497,card
5498,card
5499,card
5500,upi
5501,wallet
5502,upi
5503,wallet
5504,card
5505,upi
5506,wallet
5507,upi
5508,card
5509,card
5510,card
5511,upi
5512,wallet
5513,card
5514,card
5515,card
5516,upi
5517,upi
5518,card
5519,upi
5520,card
5521,upi
5522,upi
5523,card
5524,upi
5525,upi
5526,upi
5527,upi
5528,upi
5529,card
5530,wallet
5531,wallet
5532,card
5533,wallet
5534,upi
5535,card
5536,upi
5537,card
5538,upi
5539,wallet
5540,card
5541,upi
5542,card
5543,upi
5544,netbanking
5545,card
5546,upi
5547,card
5548,upi
5549,upi
5550,upi
5551,card
5552,upi
5553,upi
5554,upi
5555,upi
5556,netbanking
5557,card
5558,card
5559,wallet
5560,card
5561,netbanking
5562,upi
5563,netbanking
5564,upi
5565,netbanking
5566,upi
5567,upi
5568,card
5569,card
5570,card
5571,wallet
5572,card
5573,upi
5574,upi
5575,card
5576,wallet
5577,card
5578,upi
5579,upi
5580,card
5581,card
5582,upi
5583,card
5584,netbanking
5585,upi
5586,card
5587,card
5588,card
5589,upi
5590,upi
5591,card
5592,upi
5593,upi
5594,upi
5595,card
5596,card
5597,card
5598,upi
5599,upi
5600,card
5601,card
5602,upi
5603,card
5604,upi
5605,upi
5606,card
5607,upi
5608,card
5609,upi
5610,card
5611,upi
5612,upi
5613,card
5614,upi
5615,upi
5616,wallet
5617,card
5618,card
5619,card
5620,netbanking
5621,upi
5622,card
5623,upi
5624,card
5625,upi
5626,upi
5627,upi
5628,upi
5629,card
5630,upi
5631,upi
5632,card
5633,netbanking
5634,upi
5635,wallet
5636,upi
5637,card
5638,upi
5639,upi
5640,card
5641,upi
5642,card
5643,card
5644,netbanking
5645,card
5646,upi
5647,upi
5648,upi
5649,card
5650,upi
5651,upi
5652,netbanking
5653,card
5654,card
5655,upi
5656,card
5657,upi
5658,upi
5659,upi
5660,wallet
5661,upi
5662,netbanking
5663,upi
5664,card
5665,upi
5666,upi
5667,wallet
5668,card
5669,card
5670,netbanking
5671,card
5672,upi
5673,upi
5674,card
5675,card
5676,netbanking
5677,card
5678,upi
5679,upi
5680,upi
5681,upi
5682,card
5683,netbanking
5684,card
5685,card
5686,wallet
5687,card
5688,card
5689,wallet
5690,card
5691,card
5692,upi
5693,upi
5694,netbanking
5695,upi
5696,wallet
5697,card
5698,upi
5699,card
5700,netbanking
5701,wallet
5702,card
5703,netbanking
5704,upi
5705,card
5706,upi
5707,wallet
5708,card
5709,card
5710,wallet
5711,upi
5712,upi
5713,upi
5714,upi
5715,card
5716,card
5717,netbanking
5718,upi
5719,upi
5720,netbanking
5721,card
5722,netbanking
5723,upi
5724,wallet
5725,card
5726,card
5727,upi
5728,wallet
5729,wallet
5730,upi
5731,upi
5732,card
5733,upi
5734,netbanking
5735,upi
5736,card
5737,wallet
5738,card
5739,upi
5740,upi
5741,upi
5742,upi
5743,upi
5744,card
5745,card
5746,upi
5747,upi
5748,upi
5749,card
5750,card
5751,upi
5752,upi
5753,upi
5754,upi
5755,card
5756,card
5757,card
5758,upi
5759,card
5760,card
5761,wallet
5762,upi
5763,upi
5764,upi
5765,card
5766,card
5767,netbanking
5768,upi
5769,upi
5770,wallet
5771,card
5772,upi
5773,card
5774,upi
5775,netbanking
5776,card
5777,wallet
5778,upi
5779,upi
5780,card
5781,upi
5782,upi
5783,card
5784,upi
5785,card
5786,wallet
5787,card
5788,upi
5789,upi
5790,upi
5791,netbanking
5792,wallet
5793,card
5794,upi
5795,upi
5796,card
5797,upi
5798,card
5799,netbanking
5800,upi
5801,upi
5802,upi
5803,wallet
5804,upi
5805,netbanking
5806,netbanking
5807,card
5808,card
5809,card
5810,upi
5811,upi
5812,card
5813,wallet
5814,card
5815,upi
5816,upi
5817,upi
5818,card
5819,upi
5820,upi
5821,card
5822,upi
5823,upi
5824,card
5825,upi
5826,upi
5827,netbanking
5828,upi
5829,card
5830,upi
5831,card
5832,wallet
5833,upi
5834,card
5835,upi
5836,card
5837,netbanking
5838,wallet
5839,upi
5840,upi
5841,upi
5842,upi
5843,card
5844,wallet
5845,card
5846,card
5847,card
5848,wallet
5849,wallet
5850,card
5851,card
5852,netbanking
5853,upi
5854,wallet
5855,netbanking
5856,upi
5857,card
5858,upi
5859,wallet
5860,card
5861,netbanking
5862,upi
5863,wallet
5864,upi
5865,card
5866,upi
5867,card
5868,upi
5869,netbanking
5870,card
5871,wallet
5872,card
5873,upi
5874,wallet
5875,upi
5876,netbanking
5877,wallet
5878,upi
5879,upi
5880,card
5881,upi
5882,card
5883,netbanking
5884,upi
5885,upi
5886,wallet
5887,card
5888,wallet
5889,card
5890,card
5891,upi
5892,card
5893,upi
5894,upi
5895,netbanking
5896,card
5897,card
5898,card
5899,upi
5900,card
5901,card
5902,netbanking
5903,wallet
5904,netbanking
5905,card
5906,upi
5907,card
5908,card
5909,upi
5910,wallet
5911,upi
5912,card
5913,upi
5914,wallet
5915,card
5916,netbanking
5917,card
5918,card
5919,netbanking
5920,card
5921,upi
5922,card
5923,upi
5924,upi
5925,netbanking
5926,netbanking
5927,upi
5928,upi
5929,card
5930,upi
5931,upi
5932,card
5933,wallet
5934,card
5935,card
5936,netbanking
5937,upi
5938,upi
5939,card
5940,upi
5941,upi
5942,card
5943,upi
5944,card
5945,card
5946,card
5947,card
5948,card
5949,upi
5950,upi
5951,card
5952,upi
5953,card
5954,upi
5955,netbanking
5956,upi
5957,upi
5958,card
5959,card
5960,upi
5961,upi
5962,upi
5963,wallet
5964,card
5965,netbanking
5966,upi
5967,card
5968,card
5969,upi
5970,card
5971,upi
5972,upi
5973,upi
5974,upi
5975,upi
5976,upi
5977,netbanking
5978,card
5979,wallet
5980,card
5981,card
5982,upi
5983,card
5984,card
5985,card
5986,upi
5987,upi
5988,card
5989,upi
5990,card
5991,wallet
5992,card
5993,upi
5994,upi
5995,upi
5996,wallet
5997,card
5998,upi
5999,upi
6000,upi
6001,card
6002,card
6003,card
6004,card
6005,wallet
6006,upi
6007,card
6008,upi
6009,upi
6010,card
6011,upi
6012,upi
6013,card
6014,upi
6015,card
6016,card
6017,upi
6018,upi
6019,wallet
6020,card
6021,upi
6022,wallet
6023,upi
6024,wallet
6025,wallet
6026,netbanking
6027,wallet
6028,upi
6029,upi
6030,netbanking
6031,netbanking
6032,card
6033,card
6034,card
6035,netbanking
6036,card
6037,card
6038,upi
6039,card
6040,wallet
6041,upi
6042,card
6043,card
6044,upi
6045,upi
6046,upi
6047,card
6048,netbanking
6049,upi
6050,upi
6051,upi
6052,wallet
6053,upi
6054,upi
6055,wallet
6056,netbanking
6057,upi
6058,upi
6059,upi
6060,upi
6061,card
6062,upi
6063,card
6064,card
6065,wallet
6066,card
6067,netbanking
6068,card
6069,card
6070,card
6071,upi
6072,upi
6073,card
6074,upi
6075,upi
6076,card
6077,card
6078,card
6079,card
6080,card
6081,upi
6082,upi
6083,netbanking
6084,upi
6085,upi
6086,card
6087,card
6088,upi
6089,card
6090,card
6091,wallet
6092,card
6093,card
6094,wallet
6095,card
6096,upi
6097,card
6098,upi
6099,wallet
6100,upi
6101,upi
6102,card
6103,card
6104,upi
6105,card
6106,card
6107,upi
6108,netbanking
6109,netbanking
6110,netbanking
6111,upi
6112,upi
6113,wallet
6114,card
6115,upi
6116,card
6117,wallet
6118,wallet
6119,netbanking
6120,card
6121,wallet
6122,card
6123,card
6124,upi
6125,upi
6126,netbanking
6127,card
6128,upi
6129,upi
6130,card
6131,netbanking
6132,card
6133,card
6134,upi
6135,upi
6136,netbanking
6137,card
6138,card
6139,wallet
6140,upi
6141,card
6142,card
6143,wallet
6144,upi
6145,card
6146,card
6147,card
6148,card
6149,card
6150,card
6151,card
6152,card
6153,upi
6154,upi
6155,netbanking
6156,card
6157,netbanking
6158,netbanking
6159,wallet
6160,card
6161,card
6162,upi
6163,card
6164,card
6165,card
6166,upi
6167,netbanking
6168,card
6169,wallet
6170,upi
6171,card
6172,upi
6173,card
6174,netbanking
6175,upi
6176,upi
6177,upi
6178,card
6179,wallet
6180,wallet
6181,upi
6182,upi
6183,card
6184,card
6185,card
6186,upi
6187,upi
6188,wallet
6189,card
6190,card
6191,card
6192,wallet
6193,upi
6194,upi
6195,upi
6196,upi
6197,card
6198,card
6199,card
6200,card
6201,upi
6202,card
6203,upi
6204,upi
6205,upi
6206,wallet
6207,card
6208,upi
6209,card
6210,upi
6211,upi
6212,card
6213,card
6214,upi
6215,upi
6216,upi
6217,upi
6218,upi
6219,upi
6220,card
6221,upi
6222,upi
6223,netbanking
6224,upi
6225,upi
6226,wallet
6227,netbanking
6228,card
6229,netbanking
6230,card
6231,netbanking
6232,card
6233,upi
6234,wallet
6235,card
6236,netbanking
6237,upi
6238,card
6239,wallet
6240,upi
6241,netbanking
6242,netbanking
6243,card
6244,card
6245,card
6246,upi
6247,card
6248,upi
6249,netbanking
6250,card
6251,upi
6252,upi
6253,card
6254,card
6255,card
6256,upi
6257,card
6258,netbanking
6259,netbanking
6260,card
6261,netbanking
6262,wallet
6263,card
6264,wallet
6265,card
6266,upi
6267,card
6268,netbanking
6269,netbanking
6270,wallet
6271,wallet
6272,card
6273,upi
6274,card
6275,card
6276,card
6277,wallet
6278,upi
6279,card
6280,wallet
6281,netbanking
6282,card
6283,upi
6284,upi
6285,upi
6286,upi
6287,upi
6288,card
6289,upi
6290,card
6291,card
6292,card
6293,upi
6294,upi
6295,upi
6296,card
6297,wallet
6298,card
6299,upi
6300,card
6301,upi
6302,upi
6303,upi
6304,netbanking
6305,upi
6306,upi
6307,upi
6308,wallet
6309,wallet
6310,upi
6311,upi
6312,netbanking
6313,wallet
6314,card
6315,wallet
6316,upi
6317,upi
6318,upi
6319,card
6320,netbanking
6321,upi
6322,card
6323,upi
6324,card
6325,upi
6326,upi
6327,upi
6328,card
6329,card
6330,card
6331,upi
6332,wallet
6333,upi
6334,upi
6335,card
6336,card
6337,netbanking
6338,upi
6339,card
6340,upi
6341,upi
6342,card
6343,card
6344,upi
6345,card
6346,upi
6347,netbanking
6348,wallet
6349,card
6350,card
6351,upi
6352,card
6353,netbanking
6354,upi
6355,upi
6356,upi
6357,card
6358,upi
6359,wallet
6360,card
6361,card
6362,netbanking
6363,upi
6364,card
6365,card
6366,upi
6367,upi
6368,upi
6369,card
6370,card
6371,upi
6372,netbanking
6373,upi
6374,upi
6375,netbanking
6376,card
6377,card
6378,card
6379,card
6380,wallet
6381,card
6382,netbanking
6383,card
6384,upi
6385,card
6386,card
6387,card
6388,upi
6389,upi
6390,netbanking
6391,netbanking
6392,upi
6393,wallet
6394,card
6395,card
6396,upi
6397,upi
6398,upi
6399,upi
6400,netbanking
6401,card
6402,netbanking
6403,upi
6404,upi
6405,card
6406,card
6407,upi
6408,upi
6409,upi
6410,card
6411,upi
6412,upi
6413,wallet
6414,upi
6415,upi
6416,upi
6417,upi
6418,upi
6419,card
6420,wallet
6421,upi
6422,upi
6423,upi
6424,upi
6425,card
6426,card
6427,card
6428,card
6429,card
6430,upi
6431,card
6432,netbanking
6433,netbanking
6434,card
6435,upi
6436,upi
6437,netbanking
6438,upi
6439,card
6440,card
6441,netbanking
6442,card
6443,netbanking
6444,card
6445,upi
6446,upi
6447,card
6448,card
6449,card
6450,upi
6451,upi
6452,card
6453,upi
6454,card
6455,upi
6456,upi
6457,netbanking
6458,netbanking
6459,card
6460,card
6461,netbanking
6462,card
6463,card
6464,card
6465,upi
6466,upi
6467,wallet
6468,card
6469,card
6470,card
6471,upi
6472,card
6473,wallet
6474,upi
6475,upi
6476,netbanking
6477,upi
6478,upi
6479,card
6480,netbanking
6481,netbanking
6482,upi
6483,card
6484,wallet
6485,wallet
6486,upi
6487,wallet
6488,upi
6489,card
6490,upi
6491,card
6492,upi
6493,upi
6494,card
6495,card
6496,upi
6497,upi
6498,wallet
6499,card
6500,netbanking
6501,card
6502,card
6503,upi
6504,upi
6505,upi
6506,card
6507,card
6508,upi
6509,card
6510,card
6511,card
6512,card
6513,upi
6514,card
6515,upi
6516,upi
6517,upi
6518,upi
6519,upi
6520,netbanking
6521,card
6522,netbanking
6523,card
6524,upi
6525,upi
6526,card
6527,card
6528,card
6529,card
6530,upi
6531,card
6532,netbanking
6533,netbanking
6534,card
6535,card
6536,upi
6537,netbanking
6538,upi
6539,card
6540,wallet
6541,upi
6542,card
6543,netbanking
6544,wallet
6545,upi
6546,card
6547,upi
6548,card
6549,upi
6550,card
6551,upi
6552,upi
6553,wallet
6554,netbanking
6555,card
6556,card
6557,upi
6558,card
6559,card
6560,upi
6561,card
6562,card
6563,upi
6564,wallet
6565,upi
6566,card
6567,upi
6568,netbanking
6569,card
6570,upi
6571,upi
6572,upi
6573,card
6574,netbanking
6575,card
6576,card
6577,card
6578,upi
6579,card
6580,upi
6581,netbanking
6582,card
6583,netbanking
6584,wallet
6585,card
6586,upi
6587,wallet
6588,upi
6589,upi
6590,netbanking
6591,upi
6592,card
6593,card
6594,upi
6595,card
6596,card
6597,card
6598,netbanking
6599,upi
6600,card
6601,card
6602,card
6603,card
6604,upi
6605,card
6606,wallet
6607,card
6608,card
6609,netbanking
6610,card
6611,card
6612,card
6613,upi
6614,card
6615,netbanking
6616,upi
6617,netbanking
6618,upi
6619,upi
6620,upi
6621,upi
6622,upi
6623,upi
6624,card
6625,upi
6626,card
6627,upi
6628,card
6629,card
6630,card
6631,card
6632,card
6633,card
6634,upi
6635,upi
6636,wallet
6637,netbanking
6638,card
6639,upi
6640,upi
6641,card
6642,upi
6643,upi
6644,upi
6645,card
6646,upi
6647,card
6648,netbanking
6649,wallet
6650,card
6651,upi
6652,netbanking
6653,upi
6654,card
6655,upi
6656,upi
6657,card
6658,upi
6659,upi
6660,card
6661,wallet
6662,card
6663,upi
6664,upi
6665,card
6666,upi
6667,upi
6668,upi
6669,upi
6670,wallet
6671,netbanking
6672,card
6673,card
6674,upi
6675,netbanking
6676,netbanking
6677,upi
6678,netbanking
6679,card
6680,card
6681,upi
6682,card
6683,upi
6684,upi
6685,upi
6686,wallet
6687,card
6688,upi
6689,upi
6690,card
6691,upi
6692,upi
6693,card
6694,netbanking
6695,upi
6696,card
6697,card
6698,upi
6699,wallet
6700,card
6701,card
6702,card
6703,upi
6704,card
6705,upi
6706,card
6707,upi
6708,upi
6709,upi
6710,card
6711,upi
6712,upi
6713,upi
6714,card
6715,card
6716,upi
6717,card
6718,upi
6719,card
6720,card
6721,upi
6722,upi
6723,card
6724,netbanking
6725,upi
6726,netbanking
6727,card
6728,netbanking
6729,netbanking
6730,card
6731,upi
6732,upi
6733,upi
6734,upi
6735,wallet
6736,upi
6737,wallet
6738,netbanking
6739,netbanking
6740,upi
6741,upi
6742,netbanking
6743,upi
6744,card
6745,upi
6746,card
6747,wallet
6748,upi
6749,upi
6750,card
6751,upi
6752,card
6753,upi
6754,upi
6755,upi
6756,card
6757,upi
6758,upi
6759,netbanking
6760,netbanking
6761,upi
6762,card
6763,card
6764,wallet
6765,wallet
6766,card
6767,upi
6768,upi
6769,card
6770,wallet
6771,wallet
6772,wallet
6773,card
6774,upi
6775,netbanking
6776,upi
6777,upi
6778,upi
6779,card
6780,upi
6781,netbanking
6782,card
6783,card
6784,upi
6785,upi
6786,card
6787,card
6788,upi
6789,card
6790,upi
6791,upi
6792,upi
6793,upi
6794,upi
6795,upi
6796,upi
6797,upi
6798,upi
6799,upi
6800,upi
6801,upi
6802,card
6803,upi
6804,card
6805,netbanking
6806,upi
6807,card
6808,upi
6809,card
6810,wallet
6811,wallet
6812,netbanking
6813,upi
6814,netbanking
6815,upi
6816,netbanking
6817,card
6818,netbanking
6819,upi
6820,card
6821,wallet
6822,upi
6823,netbanking
6824,card
6825,upi
6826,upi
6827,card
6828,upi
6829,upi
6830,card
6831,upi
6832,card
6833,netbanking
6834,netbanking
6835,upi
6836,upi
6837,upi
6838,card
6839,netbanking
6840,card
6841,upi
6842,card
6843,upi
6844,netbanking
6845,card
6846,card
6847,card
6848,card
6849,upi
6850,upi
6851,upi
6852,card
6853,upi
6854,upi
6855,upi
6856,card
6857,upi
6858,card
6859,netbanking
6860,netbanking
6861,netbanking
6862,card
6863,card
6864,netbanking
6865,upi
6866,upi
6867,upi
6868,card
6869,upi
6870,wallet
6871,upi
6872,upi
6873,wallet
6874,upi
6875,card
6876,upi
6877,card
6878,card
6879,upi
6880,card
6881,card
6882,upi
6883,card
6884,upi
6885,card
6886,upi
6887,netbanking
6888,card
6889,upi
6890,card
6891,card
6892,card
6893,card
6894,card
6895,upi
6896,upi
6897,wallet
6898,wallet
6899,upi
6900,card
6901,card
6902,upi
6903,netbanking
6904,card
6905,card
6906,upi
6907,netbanking
6908,upi
6909,upi
6910,upi
6911,card
6912,upi
6913,upi
6914,upi
6915,upi
6916,card
6917,card
6918,card
6919,card
6920,card
6921,upi
6922,netbanking
6923,upi
6924,upi
6925,wallet
6926,wallet
6927,card
6928,card
6929,card
6930,netbanking
6931,card
6932,card
6933,upi
6934,upi
6935,upi
6936,upi
6937,upi
6938,netbanking
6939,card
6940,netbanking
6941,upi
6942,card
6943,wallet
6944,wallet
6945,netbanking
6946,netbanking
6947,upi
6948,card
6949,card
6950,netbanking
6951,netbanking
6952,wallet
6953,netbanking
6954,upi
6955,card
6956,card
6957,upi
6958,upi
6959,card
6960,netbanking
6961,upi
6962,card
6963,netbanking
6964,upi
6965,upi
6966,upi
6967,upi
6968,card
6969,upi
6970,upi
6971,wallet
6972,netbanking
6973,card
6974,wallet
6975,card
6976,card
6977,upi
6978,netbanking
6979,wallet
6980,netbanking
6981,card
6982,card
6983,card
6984,upi
6985,upi
6986,card
6987,upi
6988,upi
6989,upi
6990,upi
6991,card
6992,upi
6993,upi
6994,card
6995,card
6996,wallet
6997,upi
6998,card
6999,upi
7000,upi
7001,card
7002,card
7003,wallet
7004,upi
7005,card
7006,upi
7007,upi
7008,upi
7009,card
7010,card
7011,card
7012,wallet
7013,upi
7014,netbanking
7015,card
7016,upi
7017,upi
7018,upi
7019,card
7020,upi
7021,card
7022,card
7023,upi
7024,card
7025,card
7026,netbanking
7027,card
7028,upi
7029,netbanking
7030,upi
7031,card
7032,upi
7033,upi
7034,card
7035,upi
7036,wallet
7037,card
7038,card
7039,upi
7040,upi
7041,upi
7042,card
7043,card
7044,upi
7045,wallet
7046,card
7047,netbanking
7048,upi
7049,card
7050,upi
7051,card
7052,upi
7053,card
7054,upi
7055,card
7056,netbanking
7057,wallet
7058,upi
7059,upi
7060,wallet
7061,card
7062,netbanking
7063,upi
7064,netbanking
7065,card
7066,card
7067,card
7068,card
7069,card
7070,wallet
7071,card
7072,card
7073,card
7074,upi
7075,upi
7076,card
7077,upi
7078,netbanking
7079,card
7080,upi
7081,card
7082,upi
7083,wallet
7084,netbanking
7085,card
7086,upi
7087,card
7088,upi
7089,upi
7090,card
7091,netbanking
7092,upi
7093,card
7094,netbanking
7095,upi
7096,card
7097,upi
7098,netbanking
7099,wallet
7100,card
7101,upi
7102,netbanking
7103,wallet
7104,card
7105,upi
7106,netbanking
7107,card
7108,upi
7109,upi
7110,upi
7111,upi
7112,card
7113,upi
7114,card
7115,netbanking
7116,upi
7117,card
7118,wallet
7119,upi
7120,card
7121,card
7122,upi
7123,wallet
7124,card
7125,wallet
7126,card
7127,upi
7128,upi
7129,card
7130,wallet
7131,card
7132,wallet
7133,card
7134,card
7135,wallet
7136,upi
7137,card
7138,upi
7139,card
7140,netbanking
7141,card
7142,upi
7143,card
7144,upi
7145,wallet
7146,netbanking
7147,card
7148,card
7149,card
7150,netbanking
7151,card
7152,upi
7153,card
7154,wallet
7155,upi
7156,upi
7157,netbanking
7158,wallet
7159,upi
7160,upi
7161,upi
7162,upi
7163,card
7164,upi
7165,upi
7166,card
7167,card
7168,upi
7169,card
7170,upi
7171,upi
7172,card
7173,card
7174,card
7175,card
7176,upi
7177,upi
7178,netbanking
7179,card
7180,upi
7181,card
7182,netbanking
7183,card
7184,upi
7185,upi
7186,card
7187,wallet
7188,card
7189,card
7190,upi
7191,upi
7192,card
7193,card
7194,card
7195,netbanking
7196,upi
7197,card
7198,upi
7199,netbanking
7200,netbanking
7201,card
7202,upi
7203,card
7204,card
7205,netbanking
7206,netbanking
7207,card
7208,netbanking
7209,upi
7210,upi
7211,upi
7212,upi
7213,wallet
7214,card
7215,upi
7216,card
7217,netbanking
7218,card
7219,upi
7220,upi
7221,card
7222,card
7223,card
7224,upi
7225,card
7226,upi
7227,upi
7228,wallet
7229,upi
7230,card
